county_name,state_name,total_acres,avg_acres_per_decade,num_decades,urbanization_rate,scenario,scenario_description,spatial_level,time_period,generated_date
Posey County,Indiana,97689.18,4884.46,5,19537.84,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Cass County,Indiana,97663.34,4883.17,5,19532.67,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Richland Parish,Louisiana,97557.0,4877.85,5,19511.4,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Lafayette County,Missouri,97536.72,4876.84,5,19507.34,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Paulding County,Ohio,97270.23,4863.51,5,19454.05,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Clay County,Minnesota,97014.51,4850.73,5,19402.9,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Oglethorpe County,Georgia,97008.65,4850.43,5,19401.73,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Storey County,Nevada,96961.09,4848.05,5,19392.22,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Fannin County,Georgia,96908.92,4845.45,5,19381.78,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Karnes County,Texas,96890.16,3875.61,5,19378.03,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Haywood County,Tennessee,96876.7,4843.83,5,19375.34,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Taylor County,Wisconsin,96873.35,4843.67,5,19374.67,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Price County,Wisconsin,96845.27,4842.26,5,19369.05,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Jefferson Davis Parish,Louisiana,96694.23,4834.71,5,19338.85,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Dawson County,Montana,96530.85,3861.23,5,19306.17,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
St. Charles Parish,Louisiana,96499.5,4824.97,5,19299.9,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Cerro Gordo County,Iowa,96340.56,4817.03,5,19268.11,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Logan County,West Virginia,96258.39,4812.92,5,19251.68,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Fayette County,Alabama,96224.38,4811.22,5,19244.88,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Jones County,North Carolina,96213.88,4810.69,5,19242.78,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Johnson County,Georgia,96195.97,4809.8,5,19239.19,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Wilcox County,Alabama,96134.88,4806.74,5,19226.98,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Poinsett County,Arkansas,96084.82,4804.24,5,19216.96,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Lynn County,Texas,96082.45,3843.3,5,19216.49,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Charlotte County,Virginia,96020.65,4801.03,5,19204.13,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Duval County,Texas,95997.99,4799.9,5,19199.6,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
St. Helena Parish,Louisiana,95935.38,3837.42,5,19187.08,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Dukes County,Massachusetts,95752.91,4787.65,5,19150.58,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Assumption Parish,Louisiana,95634.29,3825.37,5,19126.86,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Goodhue County,Minnesota,95561.18,4778.06,5,19112.24,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Sullivan County,Indiana,95486.34,4774.32,5,19097.27,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Greene County,Virginia,95447.32,4772.37,5,19089.46,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Long County,Georgia,95425.72,4771.29,5,19085.14,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Wright County,Missouri,95206.0,4760.3,5,19041.2,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Dade County,Georgia,95024.66,4751.23,5,19004.93,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Hughes County,Oklahoma,95013.39,3800.54,5,19002.68,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Floyd County,Virginia,94938.62,4746.93,5,18987.72,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
DeKalb County,Tennessee,94910.72,4745.54,5,18982.14,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Garfield County,Utah,94820.32,3792.81,5,18964.06,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Bradley County,Arkansas,94796.04,4739.8,5,18959.21,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Ottawa County,Oklahoma,94677.27,3787.09,5,18935.45,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Young County,Texas,94570.93,3782.84,5,18914.19,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Rusk County,Wisconsin,94433.71,4721.69,5,18886.74,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Miami County,Kansas,94421.04,3776.84,5,18884.21,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Harlan County,Kentucky,94395.92,4719.8,5,18879.18,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Breckinridge County,Kentucky,94368.42,4718.42,5,18873.68,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Wayne County,Illinois,94306.24,4715.31,5,18861.25,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Terry County,Texas,94266.63,3770.67,5,18853.33,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Montmorency County,Michigan,94145.42,4707.27,5,18829.08,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Ford County,Kansas,94127.28,4706.36,5,18825.46,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Pamlico County,North Carolina,93999.79,4699.99,5,18799.96,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Chouteau County,Montana,93969.48,3758.78,5,18793.9,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Guadalupe County,New Mexico,93867.61,3754.7,5,18773.52,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Hertford County,North Carolina,93861.03,4693.05,5,18772.21,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Lincoln County,South Dakota,93714.1,4685.7,5,18742.82,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Lawrence County,Arkansas,93644.95,4682.25,5,18728.99,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Broadwater County,Montana,93536.33,3741.45,5,18707.27,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Lyon County,Kansas,93454.61,3738.18,5,18690.92,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Niobrara County,Wyoming,93367.96,3734.72,5,18673.59,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Teller County,Colorado,93347.03,3733.88,5,18669.41,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Ray County,Missouri,93290.55,4664.53,5,18658.11,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Caldwell Parish,Louisiana,93168.36,4658.42,5,18633.67,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Sanders County,Montana,93115.58,3724.62,5,18623.12,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Morris County,Texas,93018.23,4650.91,5,18603.65,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Sequatchie County,Tennessee,93017.12,4650.86,5,18603.42,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Rice County,Minnesota,93013.28,4650.66,5,18602.66,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Ontonagon County,Michigan,92999.36,4649.97,5,18599.87,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Scotts Bluff County,Nebraska,92966.25,3718.65,5,18593.25,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Wayne County,West Virginia,92759.97,4638.0,5,18551.99,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Hutchinson County,Texas,92709.12,4635.46,5,18541.82,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Crockett County,Texas,92671.95,9267.19,5,18534.39,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Wyoming County,Pennsylvania,92603.62,4630.18,5,18520.72,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Jackson County,Oklahoma,92601.83,3704.07,5,18520.37,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Saline County,Missouri,92475.22,4623.76,5,18495.04,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Upshur County,West Virginia,92321.83,4616.09,5,18464.37,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Catahoula Parish,Louisiana,92278.79,4613.94,5,18455.76,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Reeves County,Texas,92234.86,6148.99,5,18446.97,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Otero County,Colorado,92228.94,3689.16,5,18445.79,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Hardin County,Ohio,92132.5,4606.63,5,18426.5,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Valley County,Montana,91999.96,3680.0,5,18399.99,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Coles County,Illinois,91977.6,4598.88,5,18395.52,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Dawson County,Texas,91914.6,4595.73,5,18382.92,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Izard County,Arkansas,91867.03,6124.47,5,18373.41,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Weston County,Wyoming,91736.84,3669.47,5,18347.37,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Covington County,Mississippi,91658.51,4582.93,5,18331.7,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Goshen County,Wyoming,91607.95,3664.32,5,18321.59,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Harrison County,Missouri,91563.94,4578.2,5,18312.79,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Stewart County,Tennessee,91557.53,4577.88,5,18311.51,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Shannon County,Missouri,91544.37,4577.22,5,18308.87,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Early County,Georgia,91528.09,4576.4,5,18305.62,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Gibson County,Indiana,91486.87,4574.34,5,18297.37,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Plaquemines Parish,Louisiana,91480.09,4574.0,5,18296.02,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Ben Hill County,Georgia,91422.26,4571.11,5,18284.45,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Phillips County,Arkansas,91365.57,4568.28,5,18273.11,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Surry County,Virginia,91310.68,6087.38,5,18262.14,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Marquette County,Wisconsin,91282.14,4564.11,5,18256.43,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Lee County,Virginia,91252.62,4562.63,5,18250.52,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Union County,Mississippi,91248.29,4562.41,5,18249.66,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Mingo County,West Virginia,91239.85,6082.66,5,18247.97,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Gunnison County,Colorado,91153.77,3646.15,5,18230.75,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
West Feliciana Parish,Louisiana,91002.03,4550.1,5,18200.41,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Des Moines County,Iowa,90853.05,4542.65,5,18170.61,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Bates County,Missouri,90850.08,4542.5,5,18170.02,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Riley County,Kansas,90835.45,3633.42,5,18167.09,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Mower County,Minnesota,90789.97,4539.5,5,18157.99,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Beaver County,Oklahoma,90706.4,4535.32,5,18141.28,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
St. James Parish,Louisiana,90582.43,4529.12,5,18116.49,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Lawrence County,South Dakota,90568.5,3622.74,5,18113.7,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Buffalo County,Nebraska,90295.82,3611.83,5,18059.16,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Pike County,Arkansas,90180.05,4509.0,5,18036.01,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Bosque County,Texas,90081.63,3603.27,5,18016.33,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Grayson County,Virginia,89968.72,4498.44,5,17993.74,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Kent County,Maryland,89951.24,4497.56,5,17990.25,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Smith County,Tennessee,89881.39,4494.07,5,17976.28,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Perry County,Alabama,89794.89,4489.74,5,17958.98,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Sevier County,Arkansas,89750.15,5983.34,5,17950.03,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Adams County,Indiana,89672.11,4483.61,5,17934.42,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Kiowa County,Colorado,89641.04,4482.05,5,17928.21,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Peach County,Georgia,89555.66,4477.78,5,17911.13,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
McIntosh County,Georgia,89466.5,8946.65,5,17893.3,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Crawford County,Georgia,89405.2,4470.26,5,17881.04,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Patrick County,Virginia,89369.82,4468.49,5,17873.96,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Hardy County,West Virginia,89327.17,4466.36,5,17865.43,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Perry County,Kentucky,89182.17,4459.11,5,17836.43,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Attala County,Mississippi,89109.86,4455.49,5,17821.97,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Daviess County,Indiana,89095.27,4454.76,5,17819.05,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Coleman County,Texas,88978.65,3559.15,5,17795.73,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Franklin County,Illinois,88850.73,4442.54,5,17770.15,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
McLeod County,Minnesota,88661.38,4433.07,5,17732.28,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Washita County,Oklahoma,88376.29,3535.05,5,17675.26,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Gilliam County,Oregon,88241.17,3529.65,5,17648.23,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Roosevelt County,Montana,88109.2,3524.37,5,17621.84,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Frio County,Texas,88051.87,3522.07,5,17610.37,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
McDonald County,Missouri,88021.22,4401.06,5,17604.24,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Platte County,Wyoming,87981.51,3519.26,5,17596.3,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Morgan County,Missouri,87891.37,4394.57,5,17578.27,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Starke County,Indiana,87783.66,4389.18,5,17556.73,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Emery County,Utah,87723.71,3508.95,5,17544.74,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Chester County,Tennessee,87551.58,4377.58,5,17510.32,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Swain County,North Carolina,87515.96,4375.8,5,17503.19,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Macon County,Tennessee,87497.59,4374.88,5,17499.52,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Carter County,Kentucky,87466.33,4373.32,5,17493.27,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Jackson County,Texas,87437.24,3497.49,5,17487.45,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Jefferson County,Indiana,87403.67,4370.18,5,17480.73,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Clark County,Kentucky,87349.46,4367.47,5,17469.89,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Powder River County,Montana,87014.21,3480.57,5,17402.84,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Silver Bow County,Montana,86884.23,3475.37,5,17376.85,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Buchanan County,Virginia,86861.89,4343.09,5,17372.38,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Rappahannock County,Virginia,86753.74,4337.69,5,17350.75,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Major County,Oklahoma,86744.01,3469.76,5,17348.8,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Marion County,Georgia,86732.3,4336.61,5,17346.46,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Presidio County,Texas,86693.35,8669.34,5,17338.67,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Logan County,Illinois,86689.62,4334.48,5,17337.92,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Big Horn County,Wyoming,86622.59,3464.9,5,17324.52,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Buffalo County,Wisconsin,86612.33,4330.62,5,17322.47,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Cleburne County,Alabama,86239.96,4312.0,5,17247.99,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Letcher County,Kentucky,86209.37,5747.29,5,17241.87,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Grant County,New Mexico,86034.53,3441.38,5,17206.91,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Wythe County,Virginia,85936.96,4296.85,5,17187.39,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Washington County,Iowa,85884.46,4294.22,5,17176.89,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Lafayette County,Wisconsin,85761.68,4288.08,5,17152.34,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Noble County,Ohio,85754.74,4287.74,5,17150.95,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Holt County,Nebraska,85685.6,3427.42,5,17137.12,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Monroe County,Illinois,85683.56,4284.18,5,17136.71,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Madison County,Montana,85676.0,3427.04,5,17135.2,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Green Lake County,Wisconsin,85550.49,4277.52,5,17110.1,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Gates County,North Carolina,85523.12,4276.16,5,17104.62,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Morgan County,Utah,85472.44,3418.9,5,17094.49,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Christian County,Illinois,85369.81,4268.49,5,17073.96,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Taylor County,Georgia,85290.37,4264.52,5,17058.07,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Crosby County,Texas,85202.55,4260.13,5,17040.51,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Marion County,Texas,85083.01,4254.15,5,17016.6,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Ohio County,West Virginia,85082.7,4254.14,5,17016.54,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
McCreary County,Kentucky,85028.12,4251.41,5,17005.62,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Catron County,New Mexico,84844.62,3393.78,5,16968.92,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Macon County,Georgia,84831.98,4241.6,5,16966.4,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Madison County,North Carolina,84814.87,4240.74,5,16962.97,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Noxubee County,Mississippi,84671.0,4233.55,5,16934.2,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Butts County,Georgia,84667.44,4233.37,5,16933.49,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Berrien County,Georgia,84631.47,4231.57,5,16926.29,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Warren County,Iowa,84511.39,4225.57,5,16902.28,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Marshall County,Minnesota,84450.0,4222.5,5,16890.0,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Carson County,Texas,84338.29,4216.91,5,16867.66,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
Jasper County,Georgia,84277.98,4213.9,5,16855.6,ensemble_overall,Ensemble Projection (Average of All Scenarios),County,All Periods,2025-06-02 08:24:37
